,titles,artists,release_date,genres,num_comments,num_likes,num_promos,follower_counts,lyric_lengths,song_length,tempo,time_signature,key,mode,valence,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness
141,FOREVER 1,소녀시대 (GIRLS' GENERATION),2022.08.05,댄스,"1,451","107,156",3,"87,231",92,3.37555,123.915,4,9,1,0.297,0.615,0.871,-1.248,0.0516,0.0427,0.0,0.254
142,Celebrity,아이유,2021.03.25,댄스,"4,017","330,976",2,"752,977",63,2.711116667,134.163,4,9,1,0.723,0.438,0.905,-6.161,0.0419,9.44e-06,5.4e-05,0.363
143,INVU,태연 (TAEYEON),2022.02.14,댄스,"1,312","136,628",2,"245,641",68,3.416216667,106.962,4,11,0,0.399,0.599,0.816,-3.412,0.0556,0.0911,2.17e-06,0.0961
144,"En Garde (준비,시작!)",En Butter,2023.04.06,댄스,442,"10,310",0,326,66,2.907116667,118.0,4,6,0,0.812,0.729,0.88,-2.305,0.105,0.0316,0.0,0.33
145,Weekend,태연 (TAEYEON),2021.07.06,댄스,"2,012","190,521",2,"245,641",71,3.468,120.058,4,8,1,0.19,0.843,0.435,-8.442,0.178,0.47,0.0,0.147
146,POP!,나연 (TWICE),2022.06.24,댄스,"1,267","91,302",5,"29,780",77,2.776,168.112,4,1,1,0.261,0.772,0.639,-7.119,0.467,0.15,0.0,0.0698
147,Over Me,Overdose,2023.04.06,댄스,507,"11,892",0,390,54,2.699566667,132.988,4,6,1,0.558,0.479,0.855,-3.149,0.0373,0.00302,0.0,0.354
148,SNEAKERS,ITZY (있지),2022.07.15,댄스,"1,116","78,010",6,"62,984",78,3.071433333,168.06,4,1,1,0.951,0.614,0.693,-4.976,0.0535,0.0503,0.0,0.287
149,Lovesick Girls,BLACKPINK,2020.10.02,댄스,"3,590","229,880",8,"235,003",76,3.246083333,127.97,4,6,1,0.448,0.654,0.707,-5.661,0.0664,0.00559,0.0,0.0873
150,SMILEY (Feat. BIBI),YENA (최예나),2022.01.17,댄스,"1,237","142,121",3,"29,014",76,2.890216667,155.967,4,9,1,0.82,0.652,0.91,-3.444,0.134,0.0963,1.25e-05,0.093
151,GGBB,마마무+,2023.03.29,댄스,108,"5,217",4,"3,345",54,3.09645,137.893,4,6,1,0.911,0.77,0.771,-2.849,0.117,0.0956,0.0,0.302
152,Rising,tripleS (트리플에스),2023.02.13,댄스,585,"21,235",2,"4,236",51,2.66555,100.023,4,11,0,0.87,0.699,0.775,-5.786,0.0495,0.0393,0.0,0.0533
153,Switch,꾹꾹이,2023.04.06,댄스,356,"8,748",0,364,74,2.810816667,147.818,4,0,1,0.956,0.443,0.731,-4.997,0.255,0.289,0.0,0.207
154,Girls,aespa,2022.07.08,댄스,"1,478","70,496",2,"91,191",124,3.706233333,97.022,4,6,0,0.0897,0.656,0.432,-9.481,0.217,0.443,0.0,0.132
155,DICE,NMIXX,2022.09.19,댄스,"1,472","59,529",4,"20,510",65,2.76245,131.096,4,7,1,0.628,0.556,0.798,-3.331,0.254,0.0848,0.0,0.33
156,롤린 (Rollin'),브레이브걸스,2017.03.07,댄스,"7,490","298,092",5,"51,664",84,3.295783333,124.958,4,1,1,0.541,0.691,0.859,-4.118,0.112,0.0302,0.0,0.165
157,Ay-Yo,NCT 127,2023.01.30,댄스,"7,294","56,549",3,"184,652",89,3.69155,90.002,4,8,0,0.413,0.753,0.845,-2.751,0.121,0.00629,0.0,0.317
158,Underwater,권은비,2022.10.12,댄스,"1,010","32,703",3,"12,046",63,5.82155,118.003,4,6,0,0.428,0.611,0.809,-6.63,0.0342,0.019,0.0185,0.114
159,마지막처럼,BLACKPINK,2017.06.22,댄스,"1,309","235,978",5,"235,004",56,3.5544,125.036,4,8,1,0.455,0.786,0.852,-2.687,0.0813,0.0687,0.0,0.0759
160,Savage,aespa,2021.10.05,댄스,639,"155,498",2,"91,191",142,2.591616667,168.983,4,11,1,0.68,0.843,0.741,-5.609,0.334,0.0252,0.0,0.096
161,Blue Flame,LE SSERAFIM (르세라핌),2022.05.02,댄스,317,"49,778",0,"47,873",70,3.364916667,112.045,4,4,0,0.765,0.781,0.725,-3.571,0.0452,0.0281,0.0,0.0761
162,Dun Dun Dance,오마이걸 (OH MY GIRL),2021.05.10,댄스,"3,025","164,202",2,"125,378",81,3.676,114.968,4,1,0,0.764,0.647,0.957,-0.384,0.0819,0.169,0.0,0.234
163,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,2019.04.12,댄스,"8,708","441,314",4,"708,290",85,3.82955,119.947,4,11,0,0.803,0.645,0.862,-4.761,0.0845,0.0933,0.0,0.193
164,ASAP,STAYC(스테이씨),2021.04.08,댄스,"3,196","149,790",2,"48,175",59,3.234666667,132.02,4,0,1,0.323,0.764,0.802,-4.217,0.0351,0.102,0.0,0.189
165,나쁜놈 (Chico malo),마마무+,2023.03.21,댄스,88,"5,012",2,"3,345",46,2.651116667,121.988,4,11,0,0.774,0.82,0.769,-2.467,0.0629,0.182,0.0,0.0398
166,To You,틴탑,2012.05.30,댄스,148,"24,875",6,"14,745",73,3.75955,99.836,4,2,1,0.492,0.575,0.796,-5.152,0.115,0.0242,0.0,0.0842
167,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",양요섭,2021.03.05,댄스,807,"119,188",0,"47,554",77,4.292,113.992,4,0,1,0.62,0.757,0.707,-3.186,0.0316,0.313,0.0,0.122
168,Talk that Talk,TWICE (트와이스),2022.08.26,댄스,"1,320","45,538",5,"197,061",76,2.957783333,119.973,4,3,0,0.783,0.772,0.907,-2.438,0.124,0.136,0.0,0.334
169,Forever Young,BLACKPINK,2018.06.15,댄스,"1,635","206,092",1,"235,004",83,3.778433333,136.822,4,9,0,0.333,0.489,0.483,-9.466,0.0275,0.42,0.0028,0.236
170,How You Like That,BLACKPINK,2020.06.26,댄스,"3,886","200,867",3,"235,004",70,3.049266667,130.032,4,11,1,0.344,0.812,0.761,-5.222,0.0812,0.0465,0.000135,0.0601
171,아주 NICE,세븐틴,2016.07.04,댄스,"1,009","183,338",3,"261,535",62,3.20155,121.967,4,3,0,0.879,0.746,0.898,-2.818,0.0725,0.0526,0.0,0.0858
172,RUN2U,STAYC(스테이씨),2022.02.21,댄스,"1,302","84,808",3,"48,175",68,3.557116667,129.943,4,11,0,0.362,0.722,0.676,-5.885,0.0829,0.000835,1.2e-05,0.321
173,비행기,거북이,2006.07.20,댄스,473,"93,958",1,"7,145",65,3.549333333,119.963,4,7,1,0.861,0.745,0.986,-2.442,0.0683,0.197,0.0,0.374
174,SuperCharger,NINTYSIX,2023.04.06,댄스,113,"5,572",0,145,67,3.172,142.007,4,0,0,0.377,0.67,0.723,-5.375,0.046,0.1,0.0,0.0844
175,불장난,BLACKPINK,2016.11.01,댄스,472,"198,620",5,"235,004",50,3.28815,97.098,4,4,0,0.676,0.706,0.756,-4.405,0.0845,0.0392,0.0,0.18
176,거짓말,BIGBANG (빅뱅),2007.08.16,"댄스, 랩/힙합",571,"91,003",1,"246,907",91,3.818666667,124.986,4,6,1,0.665,0.781,0.849,-5.644,0.0568,0.159,0.0,0.93
177,Panorama,IZ*ONE (아이즈원),2020.12.07,댄스,"2,392","95,307",3,"92,378",72,3.714216667,126.062,4,9,0,0.769,0.726,0.963,-1.111,0.0916,0.0429,0.00157,0.128
178,Dreams Come True,aespa,2021.12.20,댄스,709,"102,255",2,"91,191",76,1.085716667,70.119,4,7,1,0.0988,0.303,0.204,-25.035,0.0357,0.98,0.9,0.105
179,하루 하루,BIGBANG (빅뱅),2008.08.08,"댄스, 랩/힙합",570,"92,558",1,"246,907",84,3.451883333,85.939,4,10,0,0.526,0.726,0.492,-8.046,0.0794,0.566,8.14e-06,0.257
180,Interlude : Dive,지민,2023.03.24,댄스,80,"22,238",0,"143,057",0,2.183266667,86.314,4,0,1,0.26,0.284,0.495,-11.74,0.0421,0.789,0.835,0.0946
181,STEP,카라,2011.09.06,댄스,739,"51,561",4,"16,031",57,3.836433333,90.057,4,2,1,0.142,0.331,0.471,-5.631,0.0299,0.00644,0.0,0.0653
182,Like Crazy (English Version),지민,2023.03.24,댄스,140,"18,685",0,"143,057",56,3.537566667,119.957,4,7,1,0.32,0.623,0.755,-5.386,0.0415,0.00306,0.0,0.387
183,Dolphin,오마이걸 (OH MY GIRL),2020.04.27,댄스,"3,447","202,502",0,"125,378",45,2.946216667,113.993,4,4,1,0.621,0.858,0.68,-4.531,0.0795,0.171,0.0,0.173
184,DM,프로미스나인,2022.01.17,댄스,"1,245","60,441",3,"30,166",69,3.404883333,122.028,4,11,0,0.663,0.649,0.898,-3.291,0.11,0.0213,0.0,0.0576
185,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),2020.04.27,댄스,"10,507","192,842",2,"125,378",59,3.379333333,123.983,4,0,1,0.825,0.753,0.91,-2.591,0.0517,0.171,0.0,0.367
186,Devil by the Window,투모로우바이투게더,2023.01.27,댄스,497,"61,825",0,"139,417",62,3.10785,133.995,4,6,0,0.643,0.536,0.596,-5.799,0.0984,0.0592,6.6e-06,0.116
187,REALLY REALLY,WINNER,2017.04.04,댄스,"2,256","251,763",4,"185,469",76,3.868216667,118.97,4,0,1,0.278,0.762,0.666,-6.055,0.0916,0.00427,0.0,0.127
188,FIESTA,IZ*ONE (아이즈원),2020.02.17,댄스,"5,131","142,036",3,"92,378",66,3.629333333,123.005,4,7,1,0.723,0.756,0.927,-2.116,0.0594,0.0617,0.0,0.343
189,Psycho,Red Velvet (레드벨벳),2019.12.23,댄스,"5,702","238,583",3,"240,543",101,3.690666667,140.06,4,8,1,0.459,0.75,0.56,-8.094,0.105,0.546,0.0,0.111
190,상상더하기,라붐 (LABOUM),2016.04.06,댄스,"2,648","133,431",3,"12,717",66,4.043333333,115.986,4,5,1,0.869,0.664,0.927,-2.48,0.0597,0.335,0.0,0.107
191,Queendom,Red Velvet (레드벨벳),2021.08.16,댄스,"2,265","120,471",2,"240,543",86,3.029333333,119.959,4,5,1,0.508,0.695,0.896,-1.24,0.0847,0.179,0.0,0.0626
192,벚꽃이 지면,아이오아이 (I.O.I),2016.05.04,댄스,428,"82,536",0,"62,931",58,3.38805,99.964,4,7,1,0.711,0.645,0.885,-3.757,0.0648,0.348,0.0,0.0794
193,Step Back,GOT the beat,2022.01.03,댄스,"1,420","97,883",1,"12,305",107,2.51125,127.996,4,1,1,0.437,0.783,0.89,-5.995,0.2,0.185,0.00417,0.0969
194,Cheshire,ITZY (있지),2022.11.30,댄스,482,"26,369",6,"62,984",76,3.040883333,98.966,4,7,1,0.738,0.79,0.838,-3.183,0.0501,0.332,7.07e-06,0.357
195,붉은 노을,BIGBANG (빅뱅),2008.11.05,"댄스, 랩/힙합",307,"72,204",1,"246,907",81,3.827116667,124.872,4,4,1,0.394,0.617,0.515,-10.958,0.0455,0.117,0.0,0.0727
196,I Don't Care,2NE1,2009.07.08,댄스,241,"68,250",2,"49,470",75,3.665783333,101.956,4,6,1,0.843,0.798,0.676,-5.041,0.0442,0.0902,0.0,0.0894
197,어푸 (Ah puh),아이유,2021.03.25,댄스,"1,011","132,146",0,"752,977",76,3.338216667,120.985,4,6,1,0.842,0.954,0.732,-3.618,0.0445,0.0861,4.05e-06,0.0724
198,O.O,NMIXX,2022.02.22,댄스,"1,431","56,727",5,"20,510",75,2.882266667,200.263,4,11,0,0.285,0.39,0.767,-3.918,0.293,0.0354,4.26e-06,0.0601
199,하루 끝,아이유,2012.05.11,댄스,456,"168,709",2,"752,977",47,4.036783333,108.939,4,10,1,0.387,0.65,0.79,-4.482,0.0294,0.0813,0.0,0.311
200,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),2022.09.06,랩/힙합,916,"144,481",0,"177,743",89,2.457116667,175.12,4,1,1,0.663,0.775,0.865,-2.015,0.307,0.0453,0.0,0.261
201,Shut Down,BLACKPINK,2022.09.16,랩/힙합,"2,053","116,100",2,"235,004",88,2.931483333,110.058,3,0,1,0.668,0.82,0.686,-5.102,0.038,0.00412,0.0,0.184
202,Set Me Free Pt.2,지민,2023.03.17,랩/힙합,"1,562","48,023",2,"143,057",59,3.348833333,132.09,4,0,0,0.564,0.585,0.815,-4.165,0.0565,0.115,0.0,0.124
203,Pink Venom,BLACKPINK,2022.09.16,랩/힙합,"3,099","154,172",2,"235,004",99,3.116066667,180.06,4,4,1,0.708,0.693,0.734,-6.189,0.202,0.0145,0.0,0.217
204,봄날,방탄소년단,2017.02.13,랩/힙합,"12,935","541,685",2,"708,290",79,3.8348,70.018,3,2,1,0.199,0.551,0.12,-19.667,0.0411,0.994,0.932,0.133
205,on the street (with J. Cole),j-hope,2023.03.03,랩/힙합,"1,318","45,054",2,"120,503",105,3.57835,94.074,4,11,0,0.813,0.681,0.821,-5.12,0.131,0.532,0.00111,0.0921
206,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,2022.12.17,랩/힙합,608,"92,401",0,"32,770",137,3.941666667,95.07,4,5,1,0.7,0.856,0.617,-6.843,0.25,0.473,0.0,0.0512
207,우연히 봄,로꼬,2015.04.08,"발라드, 랩/힙합, 국내드라마",742,"162,233",3,"116,152",86,3.35,98.032,4,7,1,0.556,0.788,0.749,-3.959,0.0692,0.636,0.0,0.208
208,LOVE me,BE'O (비오),2022.04.12,랩/힙합,459,"139,036",3,"56,244",106,4.250883333,124.906,4,11,1,0.496,0.669,0.634,-6.476,0.0327,0.0125,0.0,0.0946
209,자격지심 (Feat. ZICO),BE'O (비오),2022.09.29,랩/힙합,313,"82,802",3,"56,244",73,3.251333333,124.983,4,5,0,0.947,0.785,0.769,-1.919,0.0488,0.0799,0.0,0.111
210,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,2021.10.19,랩/힙합,333,"98,344",0,"29,953",64,3.03,99.946,4,6,0,0.567,0.688,0.608,-5.675,0.0721,0.523,0.0,0.321
211,Face-off,지민,2023.03.24,랩/힙합,255,"28,979",0,"143,059",58,3.827116667,119.949,4,2,0,0.239,0.689,0.539,-7.671,0.048,0.178,1.45e-05,0.106
212,A bientot,임영웅,2022.05.02,랩/힙합,766,"48,201",0,"128,987",71,4.272883333,73.967,4,0,1,0.527,0.606,0.729,-4.555,0.0804,0.268,0.0,0.271
213,마이웨이 (MY WAY) (Prod. R.Tee),저스디스 (JUSTHIS),2022.12.03,랩/힙합,921,"80,580",0,"52,094",201,6.289533333,150.003,4,8,0,0.844,0.719,0.726,-5.195,0.175,0.0633,0.0,0.06
214,Golden Hour,마크 (MARK),2023.04.07,랩/힙합,779,"25,527",2,"46,850",91,3.487666667,94.467,3,4,1,0.153,0.515,0.593,-4.801,0.0322,0.653,0.162,0.25
215,"Jumper (Feat. 개코, MINO)",코드 쿤스트 (CODE KUNST),2023.03.16,랩/힙합,138,"9,267",1,"42,972",56,3.587116667,99.846,4,9,0,0.872,0.715,0.595,-6.208,0.277,0.395,0.0,0.0803
216,Yet To Come,방탄소년단,2022.06.10,랩/힙합,"3,660","126,576",2,"708,290",89,3.226566667,172.029,4,1,1,0.683,0.559,0.885,-4.515,0.189,0.0432,0.0,0.333
217,KISS ME (Feat. BIG Naughty),기리보이,2023.04.05,랩/힙합,73,"7,416",0,"178,091",69,3.366666667,145.003,4,8,1,0.924,0.901,0.725,-3.892,0.185,0.225,1.34e-06,0.0489
218,OHAYO MY NIGHT,디핵 (D-Hack),2020.06.20,랩/힙합,956,"206,190",0,"24,039",50,3.97895,190.208,4,7,0,0.737,0.456,0.756,-3.89,0.167,0.661,0.0,0.0878
219,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,2021.03.20,랩/힙합,663,"160,662",0,"40,492",67,3.284883333,140.039,4,4,1,0.52,0.742,0.54,-6.456,0.187,0.718,0.0,0.102
220,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,2021.11.13,랩/힙합,"1,165","220,776",0,"15,565",79,4.162533333,108.036,4,1,0,0.697,0.861,0.552,-6.712,0.0777,0.293,0.0,0.374
221,위하여 (We Higher) (Prod. GroovyRoom),그루비룸 (GroovyRoom),2022.12.03,랩/힙합,509,"43,488",0,"44,780",184,5.36955,145.004,4,11,0,0.453,0.768,0.93,-2.243,0.183,0.146,0.0,0.078
222,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),2020.07.19,랩/힙합,580,"135,182",0,"10,806",74,3.6375,160.161,4,2,1,0.49,0.621,0.783,-4.78,0.162,0.55,0.0,0.109
223,이 노래가 클럽에서 나온다면,우디 (Woody),2019.01.23,랩/힙합,"3,177","150,364",2,"8,072",78,3.651,85.822,4,6,0,0.742,0.619,0.444,-7.473,0.0642,0.885,0.0,0.201
224,HOT,세븐틴,2022.05.27,랩/힙합,"2,490","110,676",3,"261,536",61,6.522933333,147.125,4,2,1,0.609,0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575
225,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오),2021.11.20,랩/힙합,926,"190,230",0,"56,245",98,3.678033333,132.166,4,7,1,0.837,0.718,0.695,-4.231,0.0378,0.217,0.0,0.396
226,MY BAG,(여자)아이들,2022.03.14,랩/힙합,577,"87,628",1,"126,152",68,2.675333333,94.024,4,8,0,0.759,0.838,0.823,-3.929,0.164,0.0864,7.12e-05,0.156
227,다시 보고 싶은 영화가 있어,로키드 (Lokid),2023.03.16,"랩/힙합, 인디음악",10,"6,356",1,"2,803",51,3.231116667,86.039,4,2,0,0.408,0.656,0.546,-7.158,0.0365,0.728,0.0,0.102
228,METEOR,창모 (CHANGMO),2019.11.29,랩/힙합,"4,644","296,192",1,"136,608",89,4.416833333,170.017,3,5,1,0.141,0.512,0.488,-10.31,0.0328,0.428,5.1e-05,0.109
229,문득,BE'O (비오),2021.05.02,랩/힙합,271,"130,147",0,"56,245",71,2.614616667,105.028,4,9,1,0.639,0.86,0.524,-5.164,0.0399,0.564,1.82e-06,0.192
230,어떻게 지내 (Prod. By VAN.C),오반,2020.03.05,"랩/힙합, 인디음악","1,993","195,823",2,"37,858",63,0.925,105.602,4,1,1,0.2,0.383,0.907,-4.85,0.0703,0.000446,0.889,0.198
231,Officially Missing You,긱스 (Geeks),2011.03.09,랩/힙합,482,"174,801",1,"26,924",65,4.041116667,178.258,4,4,0,0.226,0.476,0.407,-9.239,0.0368,0.247,0.0,0.144
232,GONE (Feat. Paloalto) (Prod. TOIL),릴러말즈 (Leellamarz),2020.03.23,랩/힙합,384,"103,883",0,"71,514",97,4.101983333,80.088,4,5,1,0.458,0.564,0.373,-6.218,0.0408,0.515,0.0,0.0995
233,우산 (Feat. 윤하),에픽하이 (EPIK HIGH),2008.04.17,랩/힙합,396,"121,050",0,"100,188",90,5.028666667,113.003,4,6,1,0.346,0.744,0.71,-5.939,0.0279,0.393,0.0,0.488
234,Trip (Feat. Hannah),릴러말즈 (Leellamarz),2018.09.10,랩/힙합,328,"116,178",0,"71,514",62,1.849466667,92.569,4,8,1,0.684,0.725,0.459,-6.767,0.105,0.351,0.842,0.358
235,"BLUE CHECK (Feat. 박재범, 제시) (Prod. by Slom)",토이고 (toigo),2022.12.17,랩/힙합,152,"20,333",0,752,124,3.470833333,155.065,4,1,1,0.681,0.855,0.659,-4.271,0.24,0.018,9.31e-06,0.0855
236,어땠을까 (Feat. 박정현),싸이 (PSY),2012.07.15,랩/힙합,253,"149,655",0,"49,694",78,4.066066667,105.971,4,3,1,0.804,0.865,0.802,-3.853,0.0383,0.193,0.0,0.099
237,Summer (Feat. BE’O (비오)),Paul Blanco,2022.06.15,랩/힙합,120,"64,546",0,"18,963",90,3.331116667,158.075,4,4,0,0.739,0.701,0.732,-4.773,0.126,0.208,0.0,0.158
238,거짓말,BIGBANG (빅뱅),2007.08.16,"댄스, 랩/힙합",571,"91,004",1,"246,907",91,3.818666667,124.986,4,6,1,0.665,0.781,0.849,-5.644,0.0568,0.159,0.0,0.93
239,LAW (Prod. Czaer),윤미래,2022.09.06,랩/힙합,221,"43,596",0,"45,735",117,3.156216667,128.054,4,2,1,0.55,0.756,0.9,-4.428,0.0843,0.00857,0.000111,0.237
240,시차 (We Are) (Feat. 로꼬 & GRAY),우원재,2017.09.04,랩/힙합,"2,531","343,095",1,"63,449",85,3.267,100.018,4,7,1,0.685,0.756,0.808,-3.272,0.0752,0.147,0.0,0.129
241,Counting Stars (Feat. Beenzino),BE'O (비오),2021.12.12,랩/힙합,"1,192","169,291",1,"56,245",59,2.521016667,118.999,4,8,1,0.575,0.883,0.637,-6.982,0.065,0.112,3.11e-06,0.106
242,멜로디,ASH ISLAND,2021.02.25,랩/힙합,643,"145,055",0,"97,467",69,3.00705,149.979,4,7,0,0.576,0.63,0.706,-4.434,0.0575,0.378,0.0,0.104
243,들꽃놀이 (with 조유진),RM,2022.12.02,랩/힙합,"1,196","48,139",2,"126,539",100,3.961466667,71.979,4,10,1,0.17,0.447,0.214,-16.48,0.0273,0.565,0.0,0.0649
244,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),2021.11.20,랩/힙합,883,"131,212",0,"15,342",63,3.856883333,153.893,4,2,1,0.339,0.549,0.793,-4.996,0.0955,0.0496,0.0,0.354
245,아무노래,지코 (ZICO),2020.01.13,랩/힙합,"3,055","275,530",3,"177,743",88,3.787116667,108.007,4,10,0,0.896,0.874,0.787,-2.416,0.129,0.118,0.0,0.11
246,하루 하루,BIGBANG (빅뱅),2008.08.08,"댄스, 랩/힙합",570,"92,558",1,"246,907",84,3.451883333,85.939,4,10,0,0.526,0.726,0.492,-8.046,0.0794,0.566,8.14e-06,0.257
247,Y (Please Tell Me Why),프리스타일,2004.07.13,랩/힙합,317,"75,606",1,"5,870",72,4.667116667,79.986,4,5,0,0.628,0.708,0.432,-7.113,0.0556,0.81,5.98e-05,0.154
248,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (DON MALIK),2022.12.17,랩/힙합,339,"34,393",0,"11,405",101,3.914,82.287,4,0,1,0.205,0.585,0.634,-5.909,0.15,0.0137,0.0,0.214
249,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,2018.06.15,랩/힙합,"2,238","256,644",4,"235,003",60,3.502566667,140.016,4,4,0,0.322,0.666,0.599,-7.944,0.0289,0.00976,0.0133,0.0593
250,"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (Huh),2022.12.24,랩/힙합,307,"30,840",0,"17,964",88,3.470016667,136.339,4,0,1,0.332,0.647,0.635,-5.465,0.144,0.267,0.0,0.0601
251,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍,2009.10.06,랩/힙합,265,"118,671",2,"45,327",101,4.743783333,173.903,4,10,0,0.383,0.523,0.841,-2.505,0.331,0.15,0.0,0.164
252,대충 입고 나와,우디 (Woody),2019.05.29,랩/힙합,331,"73,777",3,"8,072",62,3.42955,85.069,4,11,0,0.55,0.676,0.473,-5.82,0.0402,0.756,0.0,0.163
253,사랑을 했다 (LOVE SCENARIO),iKON,2018.01.25,랩/힙합,"5,308","329,458",7,"107,522",58,3.494133333,118.009,4,7,1,0.746,0.806,0.707,-4.623,0.0307,0.331,0.0,0.294
254,"검정색하트 (Feat. Leellamarz, BE'O)",TOIL,2022.01.30,랩/힙합,163,"64,220",0,"35,328",90,3.93155,168.173,4,11,1,0.848,0.549,0.513,-5.249,0.0499,0.769,0.0,0.501
255,존재만으로,원슈타인,2022.02.26,"랩/힙합, 국내드라마",359,"82,243",1,"32,513",42,3.403816667,100.171,4,7,1,0.657,0.418,0.603,-9.379,0.204,0.536,2.52e-05,0.11
256,우리서로사랑하지는말자,기리보이,2020.10.04,랩/힙합,653,"119,919",0,"178,091",57,4.049983333,134.014,4,5,1,0.274,0.68,0.528,-6.444,0.0928,0.529,0.0,0.184
257,죽을 만큼 아파서 (Feat. 멜로우),MC몽,2010.06.24,랩/힙합,331,"94,365",2,"55,292",110,4.489166667,122.002,4,6,1,0.681,0.689,0.896,-4.681,0.0679,0.681,0.0,0.126
258,,스윙스,2023.03.22,랩/힙합,214,"5,939",0,"58,306",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
259,붉은 노을,BIGBANG (빅뱅),2008.11.05,"댄스, 랩/힙합",307,"72,204",1,"246,907",81,3.827116667,124.872,4,4,1,0.394,0.617,0.515,-10.958,0.0455,0.117,0.0,0.0727
260,삐딱하게 (Crooked),G-DRAGON,2013.09.05,랩/힙합,506,"144,574",1,"134,509",81,3.74655,129.962,4,2,1,0.782,0.665,0.919,-3.211,0.0922,0.00191,0.0,0.0588
261,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),2021.06.29,랩/힙합,361,"96,222",2,"100,188",118,4.063083333,87.934,4,6,1,0.562,0.677,0.576,-5.43,0.0416,0.631,0.0,0.125
262,Drowning (Feat. SOLE (쏠)),BOBBY,2023.03.21,랩/힙합,82,"4,724",2,"55,568",75,2.83,106.918,4,11,0,0.657,0.638,0.816,-4.635,0.08,0.282,0.0,0.481
263,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (MIRANI),2020.11.21,랩/힙합,"4,500","207,915",0,"17,545",178,5.58755,140.01,4,2,0,0.868,0.694,0.887,-2.592,0.119,0.0683,0.0,0.325
264,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),2016.07.18,랩/힙합,607,"181,219",2,"172,478",78,3.7688,98.504,4,2,1,0.787,0.734,0.852,-3.85,0.0916,0.0401,0.0,0.196
265,너에게 쓰는 편지 (Feat. 린),MC몽,2004.04.23,랩/힙합,127,"79,034",0,"55,292",92,3.291,76.089,4,7,1,0.432,0.546,0.229,-16.282,0.0248,0.489,0.000693,0.132
266,악몽,ASH ISLAND,2019.04.08,랩/힙합,258,"103,895",0,"97,467",37,3.477666667,155.264,4,1,0,0.464,0.616,0.899,-4.404,0.266,0.04,0.0,0.052
267,자니 (Feat. Dynamic Duo),프라이머리,2012.03.07,랩/힙합,171,"177,969",2,"59,629",58,3.748216667,90.041,4,1,1,0.961,0.755,0.665,-5.643,0.335,0.133,0.0,0.07
268,죽일 놈 (Guilty),다이나믹 듀오,2009.10.07,랩/힙합,137,"126,013",2,"76,978",98,3.748216667,90.041,4,1,1,0.961,0.755,0.665,-5.643,0.335,0.133,0.0,0.07
269,Downtown Baby,블루 (BLOO),2017.12.06,"랩/힙합, 인디음악","2,778","201,800",0,"33,562",75,3.275566667,177.879,4,4,0,0.28,0.551,0.619,-5.606,0.0651,0.349,0.0,0.109
270,ZOOM,제시 (Jessi),2022.04.13,랩/힙합,193,"51,203",3,"29,116",66,2.129033333,124.069,4,1,1,0.845,0.728,0.482,-10.433,0.107,0.0634,0.0,0.293
271,아름다워,창모 (CHANGMO),2016.07.21,랩/힙합,616,"209,538",0,"136,609",62,3.671516667,87.933,4,9,1,0.344,0.737,0.668,-5.675,0.0423,0.039,0.0,0.08
272,Jasmine,DPR LIVE,2017.10.08,랩/힙합,392,"144,700",3,"84,447",91,3.358516667,137.68,4,8,1,0.397,0.597,0.486,-5.893,0.0986,0.331,0.0,0.14
273,낮 밤 (feat. 박재범),이영지,2021.10.29,랩/힙합,127,"70,738",0,"32,770",93,3.592883333,107.932,4,5,0,0.87,0.854,0.798,-4.401,0.242,0.0129,0.0,0.111
